Voltage (V),Ampere (A),Timestamp,Device ID
4.5,0.16,2024-03-02 23:10:00,TV
4.5,0.46,2024-03-02 23:15:00,TV
4.5,0.34,2024-03-02 23:20:00,TV
4.5,0.41,2024-03-02 23:25:00,TV
4.5,0.14,2024-03-02 23:30:00,TV
4.5,0.03,2024-03-02 23:35:00,TV
4.5,0.29,2024-03-02 23:40:00,TV
4.5,0.49,2024-03-02 23:45:00,TV
4.5,0.09,2024-03-02 23:50:00,TV
4.5,0.4,2024-03-02 23:55:00,TV
18.0,3.68,2024-03-02 00:00:00,AC
18.0,4.94,2024-03-02 00:05:00,AC
18.0,0.24,2024-03-02 00:10:00,AC
18.0,3.42,2024-03-02 00:15:00,AC
18.0,1.79,2024-03-02 00:20:00,AC
18.0,3.84,2024-03-02 00:25:00,AC
18.0,4.26,2024-03-02 00:30:00,AC
18.0,0.17,2024-03-02 00:35:00,AC
18.0,4.06,2024-03-02 00:40:00,AC
18.0,3.7,2024-03-02 00:45:00,AC
18.0,2.36,2024-03-02 00:50:00,AC
18.0,3.94,2024-03-02 00:55:00,AC
18.0,2.79,2024-03-02 01:00:00,AC
18.0,4.4,2024-03-02 01:05:00,AC
18.0,0.59,2024-03-02 01:10:00,AC
18.0,3.8,2024-03-02 01:15:00,AC
18.0,0.3,2024-03-02 01:20:00,AC
18.0,1.48,2024-03-02 01:25:00,AC
18.0,1.2,2024-03-02 01:30:00,AC
18.0,4.84,2024-03-02 01:35:00,AC
18.0,3.42,2024-03-02 01:40:00,AC
18.0,1.86,2024-03-02 01:45:00,AC
18.0,0.3,2024-03-02 01:50:00,AC
18.0,0.36,2024-03-02 01:55:00,AC
18.0,2.83,2024-03-02 02:00:00,AC
18.0,2.82,2024-03-02 02:05:00,AC
18.0,4.15,2024-03-02 02:10:00,AC
18.0,0.57,2024-03-02 02:15:00,AC
18.0,1.47,2024-03-02 02:20:00,AC
18.0,4.0,2024-03-02 02:25:00,AC
18.0,1.88,2024-03-02 02:30:00,AC
18.0,4.78,2024-03-02 02:35:00,AC
18.0,0.59,2024-03-02 02:40:00,AC
18.0,3.39,2024-03-02 02:45:00,AC
18.0,4.37,2024-03-02 02:50:00,AC
18.0,1.86,2024-03-02 02:55:00,AC
18.0,2.15,2024-03-02 03:00:00,AC
18.0,3.08,2024-03-02 03:05:00,AC
18.0,0.68,2024-03-02 03:10:00,AC
18.0,1.71,2024-03-02 03:15:00,AC
18.0,1.01,2024-03-02 03:20:00,AC
18.0,0.73,2024-03-02 03:25:00,AC
18.0,1.89,2024-03-02 03:30:00,AC
18.0,4.75,2024-03-02 03:35:00,AC
18.0,4.95,2024-03-02 03:40:00,AC
18.0,3.28,2024-03-02 03:45:00,AC
18.0,2.93,2024-03-02 03:50:00,AC
18.0,1.5,2024-03-02 03:55:00,AC
18.0,5.0,2024-03-02 04:00:00,AC
18.0,3.35,2024-03-02 04:05:00,AC
18.0,3.69,2024-03-02 04:10:00,AC
18.0,1.66,2024-03-02 04:15:00,AC
18.0,4.0,2024-03-02 04:20:00,AC
18.0,0.27,2024-03-02 04:25:00,AC
18.0,0.07,2024-03-02 04:30:00,AC
18.0,0.58,2024-03-02 04:35:00,AC
18.0,4.77,2024-03-02 04:40:00,AC
18.0,3.34,2024-03-02 04:45:00,AC
18.0,4.39,2024-03-02 04:50:00,AC
18.0,1.66,2024-03-02 04:55:00,AC
18.0,1.66,2024-03-02 05:00:00,AC
18.0,2.24,2024-03-02 05:05:00,AC
18.0,0.33,2024-03-02 05:10:00,AC
18.0,1.7,2024-03-02 05:15:00,AC
18.0,3.24,2024-03-02 05:20:00,AC
18.0,1.79,2024-03-02 05:25:00,AC
18.0,3.7,2024-03-02 05:30:00,AC
18.0,1.23,2024-03-02 05:35:00,AC
18.0,4.2,2024-03-02 05:40:00,AC
18.0,1.38,2024-03-02 05:45:00,AC
18.0,0.78,2024-03-02 05:50:00,AC
18.0,3.14,2024-03-02 05:55:00,AC
18.0,4.95,2024-03-02 06:00:00,AC
18.0,4.27,2024-03-02 06:05:00,AC
18.0,2.16,2024-03-02 06:10:00,AC
18.0,2.92,2024-03-02 06:15:00,AC
18.0,2.25,2024-03-02 06:20:00,AC
18.0,2.93,2024-03-02 06:25:00,AC
18.0,3.43,2024-03-02 06:30:00,AC
18.0,1.99,2024-03-02 06:35:00,AC
18.0,3.06,2024-03-02 06:40:00,AC
18.0,3.6,2024-03-02 06:45:00,AC
18.0,4.82,2024-03-02 06:50:00,AC
18.0,4.17,2024-03-02 06:55:00,AC
18.0,0.15,2024-03-02 07:00:00,AC
18.0,2.27,2024-03-02 07:05:00,AC
18.0,1.95,2024-03-02 07:10:00,AC
18.0,4.96,2024-03-02 07:15:00,AC
18.0,5.0,2024-03-02 07:20:00,AC
18.0,4.06,2024-03-02 07:25:00,AC
18.0,4.5,2024-03-02 07:30:00,AC
18.0,3.71,2024-03-02 07:35:00,AC
18.0,0.59,2024-03-02 07:40:00,AC
18.0,0.92,2024-03-02 07:45:00,AC
18.0,0.05,2024-03-02 07:50:00,AC
18.0,3.32,2024-03-02 07:55:00,AC
18.0,3.37,2024-03-02 08:00:00,AC
18.0,4.91,2024-03-02 08:05:00,AC
18.0,4.16,2024-03-02 08:10:00,AC
18.0,0.47,2024-03-02 08:15:00,AC
18.0,0.3,2024-03-02 08:20:00,AC
18.0,3.91,2024-03-02 08:25:00,AC
18.0,0.49,2024-03-02 08:30:00,AC
18.0,3.65,2024-03-02 08:35:00,AC
18.0,4.54,2024-03-02 08:40:00,AC
18.0,2.97,2024-03-02 08:45:00,AC
18.0,0.92,2024-03-02 08:50:00,AC
18.0,3.19,2024-03-02 08:55:00,AC
18.0,3.37,2024-03-02 09:00:00,AC
18.0,3.48,2024-03-02 09:05:00,AC
18.0,2.87,2024-03-02 09:10:00,AC
18.0,4.18,2024-03-02 09:15:00,AC
18.0,1.29,2024-03-02 09:20:00,AC
18.0,4.99,2024-03-02 09:25:00,AC
18.0,3.69,2024-03-02 09:30:00,AC
18.0,4.32,2024-03-02 09:35:00,AC
18.0,1.41,2024-03-02 09:40:00,AC
18.0,3.63,2024-03-02 09:45:00,AC
18.0,2.91,2024-03-02 09:50:00,AC
18.0,4.64,2024-03-02 09:55:00,AC
18.0,3.67,2024-03-02 10:00:00,AC
18.0,0.56,2024-03-02 10:05:00,AC
18.0,0.88,2024-03-02 10:10:00,AC
18.0,4.09,2024-03-02 10:15:00,AC
18.0,2.52,2024-03-02 10:20:00,AC
18.0,2.85,2024-03-02 10:25:00,AC
18.0,4.02,2024-03-02 10:30:00,AC
18.0,0.7,2024-03-02 10:35:00,AC
18.0,0.91,2024-03-02 10:40:00,AC
18.0,1.19,2024-03-02 10:45:00,AC
18.0,3.69,2024-03-02 10:50:00,AC
18.0,1.05,2024-03-02 10:55:00,AC
18.0,2.54,2024-03-02 11:00:00,AC
18.0,3.07,2024-03-02 11:05:00,AC
18.0,1.4,2024-03-02 11:10:00,AC
18.0,1.92,2024-03-02 11:15:00,AC
18.0,4.51,2024-03-02 11:20:00,AC
18.0,0.44,2024-03-02 11:25:00,AC
18.0,3.98,2024-03-02 11:30:00,AC
18.0,1.19,2024-03-02 11:35:00,AC
18.0,4.46,2024-03-02 11:40:00,AC
18.0,2.61,2024-03-02 11:45:00,AC
18.0,2.87,2024-03-02 11:50:00,AC
18.0,2.88,2024-03-02 11:55:00,AC
18.0,3.24,2024-03-02 12:00:00,AC
18.0,0.28,2024-03-02 12:05:00,AC
18.0,1.47,2024-03-02 12:10:00,AC
18.0,0.22,2024-03-02 12:15:00,AC
18.0,0.37,2024-03-02 12:20:00,AC
18.0,1.04,2024-03-02 12:25:00,AC
18.0,3.24,2024-03-02 12:30:00,AC
18.0,4.14,2024-03-02 12:35:00,AC
18.0,3.73,2024-03-02 12:40:00,AC
18.0,1.09,2024-03-02 12:45:00,AC
18.0,2.74,2024-03-02 12:50:00,AC
18.0,3.83,2024-03-02 12:55:00,AC
18.0,0.51,2024-03-02 13:00:00,AC
18.0,0.92,2024-03-02 13:05:00,AC
18.0,2.86,2024-03-02 13:10:00,AC
18.0,2.83,2024-03-02 13:15:00,AC
18.0,0.21,2024-03-02 13:20:00,AC
18.0,0.82,2024-03-02 13:25:00,AC
18.0,2.0,2024-03-02 13:30:00,AC
18.0,0.1,2024-03-02 13:35:00,AC
18.0,4.15,2024-03-02 13:40:00,AC
18.0,4.84,2024-03-02 13:45:00,AC
18.0,0.33,2024-03-02 13:50:00,AC
18.0,2.27,2024-03-02 13:55:00,AC
18.0,4.04,2024-03-02 14:00:00,AC
18.0,2.12,2024-03-02 14:05:00,AC
18.0,2.15,2024-03-02 14:10:00,AC
18.0,3.47,2024-03-02 14:15:00,AC
18.0,4.22,2024-03-02 14:20:00,AC
18.0,2.7,2024-03-02 14:25:00,AC
18.0,0.48,2024-03-02 14:30:00,AC
18.0,1.25,2024-03-02 14:35:00,AC
18.0,0.35,2024-03-02 14:40:00,AC
18.0,4.86,2024-03-02 14:45:00,AC
18.0,0.07,2024-03-02 14:50:00,AC
18.0,4.43,2024-03-02 14:55:00,AC
18.0,3.35,2024-03-02 15:00:00,AC
18.0,4.99,2024-03-02 15:05:00,AC
18.0,2.02,2024-03-02 15:10:00,AC
18.0,2.48,2024-03-02 15:15:00,AC
18.0,1.68,2024-03-02 15:20:00,AC
18.0,3.47,2024-03-02 15:25:00,AC
18.0,4.11,2024-03-02 15:30:00,AC
18.0,2.16,2024-03-02 15:35:00,AC
18.0,3.31,2024-03-02 15:40:00,AC
18.0,1.74,2024-03-02 15:45:00,AC
18.0,3.86,2024-03-02 15:50:00,AC
18.0,4.34,2024-03-02 15:55:00,AC
18.0,3.66,2024-03-02 16:00:00,AC
18.0,1.28,2024-03-02 16:05:00,AC
18.0,3.84,2024-03-02 16:10:00,AC
18.0,2.75,2024-03-02 16:15:00,AC
18.0,2.87,2024-03-02 16:20:00,AC
18.0,2.8,2024-03-02 16:25:00,AC
18.0,4.5,2024-03-02 16:30:00,AC
18.0,4.75,2024-03-02 16:35:00,AC
18.0,2.45,2024-03-02 16:40:00,AC
18.0,2.42,2024-03-02 16:45:00,AC
18.0,2.95,2024-03-02 16:50:00,AC
18.0,2.01,2024-03-02 16:55:00,AC
18.0,3.03,2024-03-02 17:00:00,AC
18.0,2.99,2024-03-02 17:05:00,AC
18.0,2.23,2024-03-02 17:10:00,AC
18.0,4.03,2024-03-02 17:15:00,AC
18.0,4.78,2024-03-02 17:20:00,AC
18.0,2.09,2024-03-02 17:25:00,AC
18.0,3.79,2024-03-02 17:30:00,AC
18.0,0.54,2024-03-02 17:35:00,AC
18.0,1.8,2024-03-02 17:40:00,AC
18.0,1.1,2024-03-02 17:45:00,AC
18.0,4.26,2024-03-02 17:50:00,AC
18.0,4.49,2024-03-02 17:55:00,AC
18.0,1.25,2024-03-02 18:00:00,AC
18.0,3.88,2024-03-02 18:05:00,AC
18.0,2.47,2024-03-02 18:10:00,AC
18.0,0.06,2024-03-02 18:15:00,AC
18.0,1.16,2024-03-02 18:20:00,AC
18.0,2.75,2024-03-02 18:25:00,AC
18.0,1.78,2024-03-02 18:30:00,AC
18.0,3.97,2024-03-02 18:35:00,AC
18.0,3.75,2024-03-02 18:40:00,AC
18.0,0.15,2024-03-02 18:45:00,AC
18.0,1.23,2024-03-02 18:50:00,AC
18.0,3.48,2024-03-02 18:55:00,AC
18.0,0.39,2024-03-02 19:00:00,AC
18.0,4.0,2024-03-02 19:05:00,AC
18.0,4.18,2024-03-02 19:10:00,AC
18.0,2.31,2024-03-02 19:15:00,AC
18.0,3.41,2024-03-02 19:20:00,AC
18.0,2.08,2024-03-02 19:25:00,AC
18.0,4.44,2024-03-02 19:30:00,AC
18.0,4.82,2024-03-02 19:35:00,AC
18.0,4.76,2024-03-02 19:40:00,AC
18.0,4.31,2024-03-02 19:45:00,AC
18.0,4.93,2024-03-02 19:50:00,AC
18.0,4.46,2024-03-02 19:55:00,AC
18.0,3.69,2024-03-02 20:00:00,AC
18.0,4.71,2024-03-02 20:05:00,AC
18.0,4.82,2024-03-02 20:10:00,AC
18.0,0.93,2024-03-02 20:15:00,AC
18.0,0.36,2024-03-02 20:20:00,AC
18.0,4.77,2024-03-02 20:25:00,AC
18.0,0.3,2024-03-02 20:30:00,AC
18.0,1.48,2024-03-02 20:35:00,AC
18.0,0.18,2024-03-02 20:40:00,AC
18.0,1.13,2024-03-02 20:45:00,AC
18.0,1.62,2024-03-02 20:50:00,AC
18.0,1.1,2024-03-02 20:55:00,AC
18.0,4.94,2024-03-02 21:00:00,AC
18.0,1.02,2024-03-02 21:05:00,AC
18.0,3.11,2024-03-02 21:10:00,AC
18.0,3.2,2024-03-02 21:15:00,AC
18.0,0.82,2024-03-02 21:20:00,AC
18.0,4.54,2024-03-02 21:25:00,AC
18.0,4.98,2024-03-02 21:30:00,AC
18.0,0.59,2024-03-02 21:35:00,AC
18.0,4.07,2024-03-02 21:40:00,AC
18.0,1.35,2024-03-02 21:45:00,AC
18.0,1.73,2024-03-02 21:50:00,AC
18.0,2.34,2024-03-02 21:55:00,AC
18.0,0.11,2024-03-02 22:00:00,AC
18.0,3.7,2024-03-02 22:05:00,AC
18.0,4.12,2024-03-02 22:10:00,AC
18.0,2.23,2024-03-02 22:15:00,AC
18.0,3.88,2024-03-02 22:20:00,AC
18.0,2.25,2024-03-02 22:25:00,AC
18.0,2.55,2024-03-02 22:30:00,AC
18.0,0.65,2024-03-02 22:35:00,AC
18.0,0.58,2024-03-02 22:40:00,AC
18.0,1.76,2024-03-02 22:45:00,AC
18.0,4.68,2024-03-02 22:50:00,AC
18.0,3.52,2024-03-02 22:55:00,AC
18.0,4.7,2024-03-02 23:00:00,AC
18.0,4.74,2024-03-02 23:05:00,AC
18.0,4.06,2024-03-02 23:10:00,AC
18.0,0.97,2024-03-02 23:15:00,AC
18.0,2.79,2024-03-02 23:20:00,AC
18.0,2.23,2024-03-02 23:25:00,AC
18.0,1.56,2024-03-02 23:30:00,AC
18.0,4.05,2024-03-02 23:35:00,AC
18.0,0.47,2024-03-02 23:40:00,AC
18.0,4.65,2024-03-02 23:45:00,AC
18.0,1.86,2024-03-02 23:50:00,AC
18.0,3.33,2024-03-02 23:55:00,AC
3.0,0.06,2024-03-02 00:00:00,Lamp
3.0,0.03,2024-03-02 00:05:00,Lamp
3.0,0.02,2024-03-02 00:10:00,Lamp
3.0,0.03,2024-03-02 00:15:00,Lamp
3.0,0.05,2024-03-02 00:20:00,Lamp
3.0,0.04,2024-03-02 00:25:00,Lamp
3.0,0.03,2024-03-02 00:30:00,Lamp
3.0,0.07,2024-03-02 00:35:00,Lamp
3.0,0.0,2024-03-02 00:40:00,Lamp
3.0,0.05,2024-03-02 00:45:00,Lamp
3.0,0.09,2024-03-02 00:50:00,Lamp
3.0,0.08,2024-03-02 00:55:00,Lamp
3.0,0.04,2024-03-02 01:00:00,Lamp
3.0,0.01,2024-03-02 01:05:00,Lamp
3.0,0.07,2024-03-02 01:10:00,Lamp
3.0,0.0,2024-03-02 01:15:00,Lamp
3.0,0.01,2024-03-02 01:20:00,Lamp
3.0,0.08,2024-03-02 01:25:00,Lamp
3.0,0.08,2024-03-02 01:30:00,Lamp
3.0,0.09,2024-03-02 01:35:00,Lamp
3.0,0.04,2024-03-02 01:40:00,Lamp
3.0,0.03,2024-03-02 01:45:00,Lamp
3.0,0.04,2024-03-02 01:50:00,Lamp
3.0,0.02,2024-03-02 01:55:00,Lamp
3.0,0.1,2024-03-02 02:00:00,Lamp
3.0,0.06,2024-03-02 02:05:00,Lamp
3.0,0.03,2024-03-02 02:10:00,Lamp
3.0,0.09,2024-03-02 02:15:00,Lamp
3.0,0.05,2024-03-02 02:20:00,Lamp
3.0,0.09,2024-03-02 02:25:00,Lamp
3.0,0.08,2024-03-02 02:30:00,Lamp
3.0,0.09,2024-03-02 02:35:00,Lamp
3.0,0.08,2024-03-02 02:40:00,Lamp
3.0,0.05,2024-03-02 02:45:00,Lamp
3.0,0.06,2024-03-02 02:50:00,Lamp
3.0,0.06,2024-03-02 02:55:00,Lamp
3.0,0.05,2024-03-02 03:00:00,Lamp
3.0,0.06,2024-03-02 03:05:00,Lamp
3.0,0.06,2024-03-02 03:10:00,Lamp
3.0,0.05,2024-03-02 03:15:00,Lamp
3.0,0.1,2024-03-02 03:20:00,Lamp
3.0,0.1,2024-03-02 03:25:00,Lamp
3.0,0.03,2024-03-02 03:30:00,Lamp
3.0,0.0,2024-03-02 03:35:00,Lamp
3.0,0.06,2024-03-02 03:40:00,Lamp
3.0,0.03,2024-03-02 03:45:00,Lamp
3.0,0.1,2024-03-02 03:50:00,Lamp
3.0,0.09,2024-03-02 03:55:00,Lamp
3.0,0.08,2024-03-02 04:00:00,Lamp
3.0,0.07,2024-03-02 04:05:00,Lamp
3.0,0.03,2024-03-02 04:10:00,Lamp
3.0,0.09,2024-03-02 04:15:00,Lamp
3.0,0.01,2024-03-02 04:20:00,Lamp
3.0,0.06,2024-03-02 04:25:00,Lamp
3.0,0.04,2024-03-02 04:30:00,Lamp
3.0,0.01,2024-03-02 04:35:00,Lamp
3.0,0.04,2024-03-02 04:40:00,Lamp
3.0,0.06,2024-03-02 04:45:00,Lamp
3.0,0.06,2024-03-02 04:50:00,Lamp
3.0,0.07,2024-03-02 04:55:00,Lamp
3.0,0.0,2024-03-02 05:00:00,Lamp
3.0,0.07,2024-03-02 05:05:00,Lamp
3.0,0.02,2024-03-02 05:10:00,Lamp
3.0,0.06,2024-03-02 05:15:00,Lamp
3.0,0.09,2024-03-02 05:20:00,Lamp
3.0,0.05,2024-03-02 05:25:00,Lamp
3.0,0.02,2024-03-02 05:30:00,Lamp
3.0,0.07,2024-03-02 05:35:00,Lamp
3.0,0.0,2024-03-02 05:40:00,Lamp
3.0,0.04,2024-03-02 05:45:00,Lamp
3.0,0.01,2024-03-02 05:50:00,Lamp
3.0,0.06,2024-03-02 05:55:00,Lamp
3.0,0.09,2024-03-02 06:00:00,Lamp
3.0,0.06,2024-03-02 06:05:00,Lamp
3.0,0.1,2024-03-02 06:10:00,Lamp
3.0,0.05,2024-03-02 06:15:00,Lamp
3.0,0.01,2024-03-02 06:20:00,Lamp
3.0,0.01,2024-03-02 06:25:00,Lamp
3.0,0.04,2024-03-02 06:30:00,Lamp
3.0,0.06,2024-03-02 06:35:00,Lamp
3.0,0.02,2024-03-02 06:40:00,Lamp
3.0,0.01,2024-03-02 06:45:00,Lamp
3.0,0.06,2024-03-02 06:50:00,Lamp
3.0,0.06,2024-03-02 06:55:00,Lamp
3.0,0.04,2024-03-02 07:00:00,Lamp
3.0,0.05,2024-03-02 07:05:00,Lamp
3.0,0.09,2024-03-02 07:10:00,Lamp
3.0,0.02,2024-03-02 07:15:00,Lamp
3.0,0.09,2024-03-02 07:20:00,Lamp
3.0,0.01,2024-03-02 07:25:00,Lamp
3.0,0.06,2024-03-02 07:30:00,Lamp
3.0,0.09,2024-03-02 07:35:00,Lamp
3.0,0.07,2024-03-02 07:40:00,Lamp
3.0,0.04,2024-03-02 07:45:00,Lamp
3.0,0.07,2024-03-02 07:50:00,Lamp
3.0,0.0,2024-03-02 07:55:00,Lamp
3.0,0.05,2024-03-02 08:00:00,Lamp
3.0,0.1,2024-03-02 08:05:00,Lamp
3.0,0.02,2024-03-02 08:10:00,Lamp
3.0,0.02,2024-03-02 08:15:00,Lamp
3.0,0.03,2024-03-02 08:20:00,Lamp
3.0,0.01,2024-03-02 08:25:00,Lamp
3.0,0.02,2024-03-02 08:30:00,Lamp
3.0,0.06,2024-03-02 08:35:00,Lamp
3.0,0.02,2024-03-02 08:40:00,Lamp
3.0,0.09,2024-03-02 08:45:00,Lamp
3.0,0.05,2024-03-02 08:50:00,Lamp
3.0,0.08,2024-03-02 08:55:00,Lamp
3.0,0.06,2024-03-02 09:00:00,Lamp
3.0,0.09,2024-03-02 09:05:00,Lamp
3.0,0.09,2024-03-02 09:10:00,Lamp
3.0,0.03,2024-03-02 09:15:00,Lamp
3.0,0.06,2024-03-02 09:20:00,Lamp
3.0,0.02,2024-03-02 09:25:00,Lamp
3.0,0.1,2024-03-02 09:30:00,Lamp
3.0,0.09,2024-03-02 09:35:00,Lamp
3.0,0.04,2024-03-02 09:40:00,Lamp
3.0,0.0,2024-03-02 09:45:00,Lamp
3.0,0.09,2024-03-02 09:50:00,Lamp
3.0,0.03,2024-03-02 09:55:00,Lamp
3.0,0.05,2024-03-02 10:00:00,Lamp
3.0,0.0,2024-03-02 10:05:00,Lamp
3.0,0.02,2024-03-02 10:10:00,Lamp
3.0,0.06,2024-03-02 10:15:00,Lamp
3.0,0.02,2024-03-02 10:20:00,Lamp
3.0,0.07,2024-03-02 10:25:00,Lamp
3.0,0.06,2024-03-02 10:30:00,Lamp
3.0,0.01,2024-03-02 10:35:00,Lamp
3.0,0.07,2024-03-02 10:40:00,Lamp
3.0,0.04,2024-03-02 10:45:00,Lamp
3.0,0.09,2024-03-02 10:50:00,Lamp
3.0,0.1,2024-03-02 10:55:00,Lamp
3.0,0.08,2024-03-02 11:00:00,Lamp
3.0,0.03,2024-03-02 11:05:00,Lamp
3.0,0.07,2024-03-02 11:10:00,Lamp
3.0,0.04,2024-03-02 11:15:00,Lamp
3.0,0.0,2024-03-02 11:20:00,Lamp
3.0,0.04,2024-03-02 11:25:00,Lamp
3.0,0.0,2024-03-02 11:30:00,Lamp
3.0,0.02,2024-03-02 11:35:00,Lamp
3.0,0.01,2024-03-02 11:40:00,Lamp
3.0,0.06,2024-03-02 11:45:00,Lamp
3.0,0.09,2024-03-02 11:50:00,Lamp
3.0,0.05,2024-03-02 11:55:00,Lamp
3.0,0.09,2024-03-02 12:00:00,Lamp
3.0,0.06,2024-03-02 12:05:00,Lamp
3.0,0.06,2024-03-02 12:10:00,Lamp
3.0,0.0,2024-03-02 12:15:00,Lamp
3.0,0.1,2024-03-02 12:20:00,Lamp
3.0,0.09,2024-03-02 12:25:00,Lamp
3.0,0.06,2024-03-02 12:30:00,Lamp
3.0,0.08,2024-03-02 12:35:00,Lamp
3.0,0.05,2024-03-02 12:40:00,Lamp
3.0,0.05,2024-03-02 12:45:00,Lamp
3.0,0.09,2024-03-02 12:50:00,Lamp
3.0,0.07,2024-03-02 12:55:00,Lamp
3.0,0.09,2024-03-02 13:00:00,Lamp
3.0,0.04,2024-03-02 13:05:00,Lamp
3.0,0.08,2024-03-02 13:10:00,Lamp
3.0,0.03,2024-03-02 13:15:00,Lamp
3.0,0.01,2024-03-02 13:20:00,Lamp
3.0,0.02,2024-03-02 13:25:00,Lamp
3.0,0.03,2024-03-02 13:30:00,Lamp
3.0,0.1,2024-03-02 13:35:00,Lamp
3.0,0.03,2024-03-02 13:40:00,Lamp
3.0,0.08,2024-03-02 13:45:00,Lamp
3.0,0.1,2024-03-02 13:50:00,Lamp
3.0,0.1,2024-03-02 13:55:00,Lamp
3.0,0.07,2024-03-02 14:00:00,Lamp
3.0,0.03,2024-03-02 14:05:00,Lamp
3.0,0.09,2024-03-02 14:10:00,Lamp
3.0,0.01,2024-03-02 14:15:00,Lamp
3.0,0.05,2024-03-02 14:20:00,Lamp
3.0,0.06,2024-03-02 14:25:00,Lamp
3.0,0.02,2024-03-02 14:30:00,Lamp
3.0,0.09,2024-03-02 14:35:00,Lamp
3.0,0.02,2024-03-02 14:40:00,Lamp
3.0,0.06,2024-03-02 14:45:00,Lamp
3.0,0.09,2024-03-02 14:50:00,Lamp
3.0,0.02,2024-03-02 14:55:00,Lamp
3.0,0.02,2024-03-02 15:00:00,Lamp
3.0,0.01,2024-03-02 15:05:00,Lamp
3.0,0.05,2024-03-02 15:10:00,Lamp
3.0,0.03,2024-03-02 15:15:00,Lamp
3.0,0.08,2024-03-02 15:20:00,Lamp
3.0,0.1,2024-03-02 15:25:00,Lamp
3.0,0.05,2024-03-02 15:30:00,Lamp
3.0,0.02,2024-03-02 15:35:00,Lamp
3.0,0.07,2024-03-02 15:40:00,Lamp
3.0,0.09,2024-03-02 15:45:00,Lamp
3.0,0.05,2024-03-02 15:50:00,Lamp
3.0,0.08,2024-03-02 15:55:00,Lamp
3.0,0.02,2024-03-02 16:00:00,Lamp
3.0,0.07,2024-03-02 16:05:00,Lamp
3.0,0.03,2024-03-02 16:10:00,Lamp
3.0,0.07,2024-03-02 16:15:00,Lamp
3.0,0.08,2024-03-02 16:20:00,Lamp
3.0,0.02,2024-03-02 16:25:00,Lamp
3.0,0.09,2024-03-02 16:30:00,Lamp
3.0,0.0,2024-03-02 16:35:00,Lamp
3.0,0.0,2024-03-02 16:40:00,Lamp
3.0,0.0,2024-03-02 16:45:00,Lamp
3.0,0.08,2024-03-02 16:50:00,Lamp
3.0,0.02,2024-03-02 16:55:00,Lamp
3.0,0.08,2024-03-02 17:00:00,Lamp
3.0,0.06,2024-03-02 17:05:00,Lamp
3.0,0.04,2024-03-02 17:10:00,Lamp
3.0,0.07,2024-03-02 17:15:00,Lamp
3.0,0.07,2024-03-02 17:20:00,Lamp
3.0,0.04,2024-03-02 17:25:00,Lamp
3.0,0.04,2024-03-02 17:30:00,Lamp
3.0,0.02,2024-03-02 17:35:00,Lamp
3.0,0.09,2024-03-02 17:40:00,Lamp
3.0,0.08,2024-03-02 17:45:00,Lamp
3.0,0.07,2024-03-02 17:50:00,Lamp
3.0,0.02,2024-03-02 17:55:00,Lamp
3.0,0.07,2024-03-02 18:00:00,Lamp
3.0,0.05,2024-03-02 18:05:00,Lamp
3.0,0.03,2024-03-02 18:10:00,Lamp
3.0,0.06,2024-03-02 18:15:00,Lamp
3.0,0.08,2024-03-02 18:20:00,Lamp
3.0,0.1,2024-03-02 18:25:00,Lamp
3.0,0.02,2024-03-02 18:30:00,Lamp
3.0,0.01,2024-03-02 18:35:00,Lamp
3.0,0.03,2024-03-02 18:40:00,Lamp
3.0,0.1,2024-03-02 18:45:00,Lamp
3.0,0.06,2024-03-02 18:50:00,Lamp
3.0,0.08,2024-03-02 18:55:00,Lamp
3.0,0.08,2024-03-02 19:00:00,Lamp
3.0,0.01,2024-03-02 19:05:00,Lamp
3.0,0.08,2024-03-02 19:10:00,Lamp
3.0,0.01,2024-03-02 19:15:00,Lamp
3.0,0.09,2024-03-02 19:20:00,Lamp
3.0,0.09,2024-03-02 19:25:00,Lamp
3.0,0.02,2024-03-02 19:30:00,Lamp
3.0,0.07,2024-03-02 19:35:00,Lamp
3.0,0.09,2024-03-02 19:40:00,Lamp
3.0,0.05,2024-03-02 19:45:00,Lamp
3.0,0.07,2024-03-02 19:50:00,Lamp
3.0,0.0,2024-03-02 19:55:00,Lamp
3.0,0.04,2024-03-02 20:00:00,Lamp
3.0,0.04,2024-03-02 20:05:00,Lamp
3.0,0.09,2024-03-02 20:10:00,Lamp
3.0,0.08,2024-03-02 20:15:00,Lamp
3.0,0.07,2024-03-02 20:20:00,Lamp
3.0,0.1,2024-03-02 20:25:00,Lamp
3.0,0.07,2024-03-02 20:30:00,Lamp
3.0,0.05,2024-03-02 20:35:00,Lamp
3.0,0.01,2024-03-02 20:40:00,Lamp
3.0,0.08,2024-03-02 20:45:00,Lamp
3.0,0.09,2024-03-02 20:50:00,Lamp
3.0,0.02,2024-03-02 20:55:00,Lamp
3.0,0.05,2024-03-02 21:00:00,Lamp
3.0,0.02,2024-03-02 21:05:00,Lamp
3.0,0.01,2024-03-02 21:10:00,Lamp
3.0,0.04,2024-03-02 21:15:00,Lamp
3.0,0.07,2024-03-02 21:20:00,Lamp
3.0,0.08,2024-03-02 21:25:00,Lamp
3.0,0.05,2024-03-02 21:30:00,Lamp
3.0,0.07,2024-03-02 21:35:00,Lamp
3.0,0.07,2024-03-02 21:40:00,Lamp
3.0,0.03,2024-03-02 21:45:00,Lamp
